"idauniq","W4_Drink","W5_Drink","W6_Drink","W7_Drink","W8_Drink","Sex"
121354,2,-99,2,2,2,1
121361,-99,2,3,-99,3,1
121363,2,2,2,2,2,1
121366,1,2,1,1,1,2
121367,2,2,2,2,3,2
121372,3,3,4,3,4,1
121373,-99,-99,-99,-99,-99,2
121379,4,1,-99,-99,-99,2
121381,3,3,2,2,2,1
121383,-99,2,-99,-99,1,2
121400,2,3,2,3,3,1
121403,2,2,2,2,2,1
121407,-99,1,-99,-99,-99,2
121410,-99,-99,-99,3,-99,1
121412,-99,-99,-99,-99,-99,2
121413,-99,-99,-99,-99,-99,1
121414,-99,3,3,2,3,1
121415,2,2,3,2,2,2
121416,2,2,2,2,2,2
150001,1,2,2,1,1,1
150003,1,1,2,1,1,2
150009,4,4,3,-99,3,1
150010,-99,-99,-99,-99,-99,1
150013,2,1,1,2,2,2
150019,2,1,1,1,2,2
150021,2,2,2,1,2,1
150024,2,2,2,3,2,1
150026,3,2,3,3,2,1
150030,1,3,2,-99,3,2
150034,3,3,3,3,-99,1
150035,1,1,1,1,1,1
150036,-99,-99,-99,-99,-99,2
150037,2,3,1,3,2,1
150038,2,2,3,2,2,2
150042,3,-99,3,3,3,1
150044,-99,-99,-99,-99,-99,1
150045,3,3,4,2,2,2
150046,-99,-99,-99,-99,-99,2
150049,2,2,1,2,2,2
150056,2,2,2,1,1,1
150057,1,1,-99,-99,-99,2
150060,3,3,3,3,3,2
150061,2,2,2,2,2,2
150062,2,2,3,2,-99,2
150065,2,1,1,1,2,1
150071,3,3,-99,3,-99,1
150073,2,2,2,2,2,2
150075,3,3,3,3,3,1
150076,-99,3,-99,-99,4,1
150077,2,2,2,2,3,2
150079,2,2,2,2,2,2
150080,3,3,3,2,2,1
150082,2,2,2,2,2,1
150085,-99,-99,-99,-99,-99,2
150086,-99,-99,-99,-99,-99,2
150087,1,1,-99,1,1,2
150088,1,3,2,2,2,2
150090,2,-99,2,2,2,1
150092,2,2,3,2,2,2
150093,2,1,1,1,1,2
150094,2,1,1,2,1,2
150097,2,2,2,3,2,2
150098,-99,-99,-99,-99,-99,2
150099,3,3,4,3,3,1
150103,1,2,1,2,1,2
150104,3,3,3,3,3,1
150106,-99,-99,-99,-99,1,2
150107,2,2,1,2,1,1
150108,2,-99,-99,1,1,1
150109,2,2,1,1,1,2
150113,3,4,3,4,4,2
150114,2,3,3,3,2,2
150117,1,1,-99,1,1,2
150119,3,3,3,1,3,1
150121,3,3,3,4,4,1
150123,-99,2,1,1,-99,2
150126,1,1,1,2,1,2
150128,3,-99,-99,-99,2,1
150129,2,1,1,1,1,2
150131,3,3,2,3,3,2
150132,2,2,2,2,2,1
150133,1,3,1,2,2,1
150136,2,1,2,2,1,1
150137,1,1,1,1,2,1
150139,2,2,2,2,3,1
150140,2,3,-99,-99,-99,2
150141,-99,-99,1,1,1,1
150147,-99,2,2,3,-99,1
150149,2,2,1,1,2,2
150150,1,3,3,2,3,2
150152,1,2,1,2,2,2
150153,4,4,3,3,3,1
150154,1,1,-99,2,-99,2
150155,2,3,1,2,-99,2
150163,1,1,1,1,1,1
150164,2,1,2,1,1,2
150165,2,1,-99,3,3,1
150166,-99,-99,-99,-99,-99,2
150167,2,2,2,2,2,2
150170,2,-99,2,1,1,2
150172,2,1,1,1,1,2
150183,3,2,2,3,2,2
150185,2,2,2,2,2,2
150187,2,1,1,1,2,1
150188,1,-99,1,-99,1,2
150192,1,1,1,1,1,1
150196,1,1,2,1,1,2
150197,2,1,2,2,1,2
150198,2,2,2,2,1,1
150199,1,1,2,1,2,2
150202,3,4,3,3,3,1
150203,1,1,1,2,2,2
150209,3,3,3,3,3,2
150210,-99,-99,-99,-99,-99,2
150215,2,1,1,1,2,2
150218,1,2,3,2,3,2
150219,2,1,2,2,1,1
150223,1,1,1,1,-99,2
150224,2,2,3,1,2,2
150225,2,1,2,1,1,2
150227,1,2,2,2,2,2
150229,-99,1,1,2,1,1
150230,2,2,2,2,3,1
150232,-99,1,1,2,-99,2
150234,-99,-99,-99,-99,-99,1
150235,1,1,1,1,1,2
150236,-99,-99,-99,-99,-99,1
150238,3,3,-99,-99,3,1
150243,-99,-99,-99,-99,-99,1
150244,2,1,2,2,1,1
150247,-99,-99,-99,-99,-99,1
150252,2,2,2,1,1,1
150254,4,4,3,4,4,1
150257,2,2,1,3,2,2
150259,3,3,3,3,3,1
150261,2,2,-99,-99,2,2
150262,2,-99,1,1,1,2
150264,1,2,1,-99,-99,1
150265,3,2,3,3,2,1
150266,2,2,3,-99,4,1
150269,2,2,2,2,2,2
150273,1,2,1,2,-99,2
150274,3,3,3,2,2,1
150276,3,3,3,3,3,1
150279,2,3,3,2,3,2
150280,2,2,3,2,2,2
150283,2,2,2,1,2,2
150284,2,2,-99,-99,2,1
150290,2,2,2,2,2,1
150297,2,2,2,2,2,2
150301,-99,1,-99,-99,-99,2
150303,3,3,4,4,4,2
150304,-99,-99,-99,1,-99,1
150305,1,2,2,1,2,2
150309,3,3,3,3,3,1
150311,1,2,2,2,1,1
150312,1,2,-99,-99,-99,2
150314,2,2,2,1,1,2
150317,-99,3,-99,3,3,2
150319,2,1,1,1,-99,1
150322,3,3,3,2,2,1
150324,1,1,2,2,1,2
150326,3,3,2,2,2,1
150329,2,1,1,1,1,2
150330,1,1,1,-99,1,2
150332,3,2,2,2,2,1
150335,-99,-99,-99,-99,-99,2
150337,-99,-99,-99,-99,-99,1
150338,3,2,2,2,2,1
150340,-99,-99,-99,-99,-99,2
150342,4,4,4,4,4,2
150345,3,-99,1,4,3,2
150349,3,3,3,3,3,1
150352,-99,-99,-99,-99,-99,1
150353,2,2,2,1,2,2
150354,2,3,3,2,3,1
150356,-99,1,-99,1,2,1
150358,-99,-99,-99,-99,-99,2
150360,3,4,4,3,4,1
150361,2,2,3,2,2,1
150366,2,2,3,2,2,1
150367,-99,1,1,2,2,2
150371,2,2,2,2,2,1
150372,-99,-99,2,-99,2,1
150375,-99,1,1,1,1,1
150377,1,1,2,1,1,1
150379,1,1,-99,1,1,2
150380,-99,3,1,3,-99,1
150381,2,2,2,2,2,2
150384,1,2,2,2,2,1
150386,-99,2,-99,-99,-99,2
150391,1,1,2,1,2,2
150392,2,1,1,1,1,2
150393,3,3,2,2,2,2
150395,3,3,2,3,3,2
150400,3,-99,-99,3,3,1
150403,3,3,3,3,3,2
150404,1,2,2,2,1,1
150407,2,1,3,2,2,2
150410,2,1,1,1,1,1
150411,2,2,2,3,3,2
150412,2,2,2,3,2,2
150414,3,3,3,3,3,2
150418,2,2,-99,-99,2,1
150419,1,3,3,2,-99,2
150420,1,-99,1,1,1,2
150423,1,1,1,1,2,1
150424,1,1,2,1,1,1
150425,-99,-99,1,-99,-99,2
150426,2,1,2,-99,-99,1
150428,1,1,1,2,1,2
150430,2,2,2,2,2,1
150432,3,3,3,3,3,1
150433,-99,2,1,1,1,1
150434,1,2,1,-99,1,2
150437,2,2,3,3,3,2
150446,-99,-99,4,4,4,1
150447,3,3,4,2,1,2
150449,-99,1,-99,1,-99,1
150450,1,1,1,1,-99,2
150452,1,1,1,1,1,2
150454,-99,2,2,2,2,1
150456,3,-99,3,3,3,1
150457,3,3,2,3,2,1
150460,2,3,3,2,2,1
150463,3,3,3,3,3,2
150464,2,2,2,2,-99,1
150465,-99,-99,-99,-99,-99,2
150467,2,2,-99,3,3,1
150476,3,3,-99,-99,-99,1
150478,2,2,1,2,1,2
150481,3,4,3,3,3,2
150486,3,3,3,3,3,1
150487,-99,-99,-99,-99,-99,2
150488,1,1,1,1,2,2
150489,2,2,1,1,1,2
150491,3,3,3,3,3,1
150493,3,3,3,3,2,1
150498,2,1,1,1,2,1
150500,4,4,4,4,4,2
150502,2,1,-99,2,1,2
150510,2,3,3,3,3,1
150512,2,2,-99,2,3,2
150517,2,1,1,1,1,2
150518,3,3,3,2,2,1
150522,2,3,2,2,3,2
150523,2,1,2,2,2,1
150524,3,2,3,3,2,1
150526,-99,3,3,3,3,1
150528,2,2,1,1,2,2
150529,3,3,3,3,3,2
150530,2,2,2,2,2,1
150532,3,2,-99,3,2,1
150533,3,3,-99,2,3,2
150536,-99,-99,-99,-99,-99,2
150543,3,2,3,2,3,1
150545,2,2,2,2,2,2
150548,2,2,1,2,1,2
150549,3,3,4,4,4,2
150551,-99,3,-99,3,3,1
150552,2,3,2,2,3,2
150556,-99,2,1,2,2,2
150559,4,4,4,4,4,2
150562,-99,-99,-99,-99,-99,2
150563,2,2,2,2,2,1
150567,1,2,2,1,1,2
150575,2,-99,3,3,3,1
150580,3,2,2,1,1,1
150582,2,3,-99,3,-99,1
150584,2,-99,2,2,2,2
150586,3,3,3,3,3,1
150590,-99,-99,-99,-99,-99,1
150596,2,2,2,2,3,1
150598,-99,-99,-99,-99,-99,2
150600,-99,-99,-99,-99,-99,2
150601,1,-99,1,-99,-99,1
150602,1,1,1,1,1,2
150603,1,-99,-99,1,1,2
150604,-99,1,2,2,3,2
150606,1,2,1,1,2,2
150616,2,2,2,2,2,2
150619,3,2,-99,-99,-99,1
150623,1,2,3,2,2,2
150626,-99,2,-99,2,2,1
150629,2,3,3,2,2,2
150630,3,2,3,2,3,2
150635,4,3,2,3,1,2
150636,-99,-99,-99,-99,1,2
150637,1,-99,-99,1,-99,2
150640,2,3,2,3,2,2
150642,-99,-99,-99,-99,-99,1
150643,2,2,3,3,2,2
150646,-99,3,3,4,2,2
150647,2,2,3,2,2,2
150652,2,2,2,2,2,1
150653,-99,2,-99,-99,-99,1
150654,-99,-99,-99,-99,-99,1
150656,3,3,3,3,3,1
150657,3,3,3,3,-99,2
150660,3,3,3,3,3,1
150664,1,1,2,1,2,1
150665,2,1,1,1,1,1
150673,-99,-99,3,-99,3,1
150675,2,1,2,2,1,2
150683,1,-99,1,1,-99,2
150688,2,2,2,2,-99,2
150697,2,3,1,3,4,2
150699,2,-99,2,1,2,2
150700,3,3,3,3,3,2
150704,2,2,2,2,2,1
150705,2,-99,2,-99,1,1
150707,2,3,2,2,-99,2
150712,1,1,2,2,2,1
150714,2,2,2,3,2,1
150716,-99,2,2,2,1,2
150718,2,-99,2,-99,1,2
150720,3,2,3,3,3,1
150722,-99,-99,-99,-99,-99,1
150723,2,4,-99,-99,3,1
150726,1,1,1,1,1,1
150727,-99,2,2,2,2,2
150733,2,2,3,3,2,2
150738,2,2,2,2,2,2
150744,-99,4,3,3,-99,1
150745,2,2,2,2,2,1
150746,2,1,2,2,2,2
150747,3,3,3,3,3,1
150753,2,2,3,2,3,1
150755,1,1,1,-99,1,1
150756,-99,1,1,-99,-99,2
150762,2,1,2,1,1,1
150764,3,2,2,4,3,2
150767,1,1,1,2,2,2
150768,2,1,1,1,2,2
150774,4,-99,-99,-99,4,1
150775,2,2,2,2,2,1
150776,2,2,2,1,2,2
150779,3,3,2,3,3,1
150784,1,1,1,1,-99,1
150785,3,1,3,-99,2,1
150786,3,3,3,2,2,2
150791,2,2,2,3,2,2
150792,2,2,1,1,1,2
150793,1,1,2,1,2,2
150795,1,1,2,2,1,2
150798,3,3,4,4,4,1
150799,1,1,1,1,-99,2
150801,3,2,2,2,2,2
150802,2,1,1,1,2,2
150807,-99,1,1,1,1,1
150812,1,1,2,2,2,2
150814,3,3,3,3,3,1
150815,-99,4,2,3,4,2
150816,1,1,1,-99,-99,2
150819,1,1,1,2,1,1
150824,2,2,1,-99,3,2
150826,3,3,3,4,3,1
150828,1,2,2,2,2,1
150829,2,2,2,2,2,2
150830,2,1,2,2,-99,2
150832,2,1,1,2,1,2
150834,1,-99,-99,-99,-99,2
150835,2,2,1,1,2,2
150842,-99,-99,-99,-99,-99,1
150843,1,2,2,2,2,2
150847,3,3,3,2,3,1
150848,2,2,2,2,2,1
150851,2,2,2,3,2,1
150858,1,2,1,1,2,2
150859,3,3,3,2,3,2
150860,2,2,2,1,-99,2
150864,2,3,2,2,-99,1
150866,1,1,1,-99,1,2
150868,-99,-99,-99,-99,-99,2
150875,2,2,3,2,1,2
150877,-99,1,1,1,1,2
150879,2,2,2,2,-99,1
150882,1,1,1,2,-99,2
150883,2,2,2,2,2,2
150884,2,2,3,-99,2,1
150885,2,3,3,2,2,1
150888,3,1,-99,3,-99,2
150892,2,3,3,3,3,1
150894,-99,4,-99,2,-99,2
150895,1,-99,1,1,1,1
150899,3,4,4,4,4,1
150903,2,2,2,1,2,2
150904,3,2,3,-99,3,2
150909,-99,-99,3,2,2,2
150914,1,-99,-99,-99,-99,2
150920,3,2,3,3,2,2
150921,2,2,2,2,2,2
150922,-99,-99,-99,-99,-99,1
150927,1,-99,2,1,1,2
150930,2,2,3,2,1,2
150934,-99,1,1,-99,-99,2
150937,3,3,3,3,3,1
150940,-99,3,2,3,3,1
150943,-99,3,3,3,3,1
150950,2,2,2,2,2,2
150954,3,3,3,3,3,1
150960,1,2,-99,2,2,2
150965,3,-99,-99,4,4,2
150972,1,-99,-99,1,1,1
150973,3,3,3,3,3,1
150975,3,3,1,3,2,1
150978,-99,2,2,2,-99,2
150979,-99,-99,-99,-99,-99,2
150981,2,2,2,2,2,1
150983,4,2,-99,3,3,2
150984,-99,1,2,2,3,1
150986,2,2,2,2,2,1
150987,2,2,3,2,-99,1
150990,2,-99,1,-99,-99,1
150991,2,1,2,1,2,2
150992,2,2,2,2,2,2
150993,-99,-99,-99,-99,-99,2
150994,1,-99,-99,-99,1,2
150995,2,1,1,-99,-99,1
150996,1,1,2,2,1,2
150998,1,-99,1,-99,-99,2
150999,2,2,2,2,2,2
151001,-99,4,4,4,3,1
151005,-99,1,-99,1,1,1
151016,2,2,1,2,2,2
151017,3,-99,4,3,4,1
151019,2,2,2,2,2,1
151020,-99,3,2,2,2,1
151023,3,2,2,3,3,1
151024,2,3,2,2,1,1
151025,-99,2,-99,2,2,1
151038,-99,-99,-99,-99,-99,1
151040,2,2,3,2,1,2
151041,2,-99,3,3,3,2
151042,2,2,2,2,2,2
151043,1,-99,-99,-99,-99,2
151049,2,2,3,3,2,2
151050,3,3,2,2,2,2
151051,4,3,4,4,4,2
151054,3,3,3,3,3,1
151056,3,3,-99,-99,-99,1
151058,1,3,2,-99,3,1
151059,4,4,3,4,3,1
151061,3,3,2,-99,3,1
151062,3,3,3,3,-99,1
151065,2,-99,-99,-99,-99,2
151069,1,1,-99,-99,-99,2
151070,2,2,2,2,2,1
151072,1,1,1,1,2,1
151073,3,3,2,2,2,1
151076,-99,-99,-99,-99,2,2
151082,-99,1,3,2,3,1
151083,-99,2,-99,2,2,2
151088,2,2,2,1,-99,2
151090,1,1,2,1,1,2
151091,2,2,3,3,2,2
151092,2,2,2,3,1,2
151096,2,-99,-99,-99,-99,2
151098,3,1,-99,3,3,1
151103,1,2,-99,1,-99,2
151107,3,3,3,3,3,1
151109,2,3,2,2,2,2
151110,3,3,2,3,3,1
151117,3,3,3,3,3,1
151118,2,1,1,1,1,2
151122,4,4,3,2,3,2
151123,1,-99,-99,-99,-99,2
151124,-99,2,3,3,3,2
151125,1,1,1,1,1,2
151126,2,2,2,3,3,1
151130,2,2,2,2,2,2
151131,2,2,2,2,3,2
151132,4,3,-99,3,3,1
151139,2,2,3,3,3,1
151140,2,2,2,2,2,2
151142,2,-99,1,1,-99,2
151143,-99,1,2,-99,3,1
151147,-99,2,2,2,2,1
151151,1,1,-99,1,1,2
151156,1,-99,-99,-99,-99,2
151158,2,1,-99,-99,-99,1
151160,4,3,4,3,3,1
151162,2,1,1,1,2,1
151164,3,3,3,3,-99,1
151165,1,1,-99,-99,-99,1
151166,1,2,2,1,1,2
151167,2,2,2,2,-99,2
151168,-99,3,2,3,3,1
151169,2,2,1,2,3,2
151170,-99,3,3,3,3,1
151176,2,1,2,2,1,1
151178,2,3,3,3,1,2
151180,2,2,2,2,2,1
151183,3,1,1,-99,2,2
151184,3,3,3,2,3,2
151185,-99,3,-99,-99,-99,1
151187,2,1,1,1,2,2
151190,-99,-99,-99,-99,-99,1
151198,2,2,2,3,2,2
151203,-99,-99,-99,-99,-99,2
151205,2,2,1,1,-99,1
151207,2,-99,3,3,-99,2
151209,2,2,2,2,2,2
151211,1,2,1,1,1,2
151212,4,4,4,3,4,1
151213,4,4,4,3,3,2
151214,1,-99,2,1,-99,1
151215,4,4,3,4,3,2
151216,3,2,1,2,2,1
151221,1,1,1,2,1,2
151222,2,1,2,2,2,1
151224,2,2,2,2,2,2
151230,3,3,1,3,3,2
151231,-99,-99,1,-99,1,2
151235,2,2,2,2,2,2
151236,-99,-99,3,3,-99,1
151237,2,2,2,2,2,2
151238,1,1,-99,1,-99,1
151242,3,3,2,4,2,1
151243,4,4,4,4,4,2
151245,-99,1,-99,-99,-99,2
151247,-99,-99,-99,-99,-99,2
151251,2,2,2,2,2,2
151254,2,1,-99,-99,-99,1
151257,1,-99,-99,-99,-99,2
151260,2,3,3,3,3,1
151262,-99,-99,-99,1,-99,2
151263,3,3,3,1,3,1
151268,2,3,4,3,3,2
151272,1,1,1,2,1,1
151273,1,1,1,1,2,2
151274,1,1,-99,1,1,2
151278,2,2,2,2,3,2
151280,2,2,3,2,2,2
151284,2,2,2,2,2,1
151286,3,3,-99,3,3,2
151288,3,3,3,3,3,1
151290,2,2,2,2,2,2
151295,3,3,2,2,2,1
151296,2,2,2,2,2,2
151300,2,3,1,2,-99,2
151301,2,2,2,1,1,1
151302,-99,1,-99,-99,-99,2
151303,-99,1,2,1,1,2
151304,3,3,2,2,2,1
151305,4,4,4,4,4,2
151306,1,1,-99,-99,-99,1
151307,2,2,2,2,2,2
151308,-99,-99,-99,-99,-99,2
151309,2,1,-99,-99,-99,2
151311,2,2,2,2,2,2
151314,-99,-99,-99,-99,-99,2
151315,1,1,1,1,1,1
151316,2,2,2,1,2,1
151317,-99,-99,-99,-99,-99,2
151319,4,4,3,3,3,1
151321,2,-99,2,2,2,2
151322,-99,-99,-99,-99,-99,1
151323,-99,2,2,2,2,2
151324,-99,4,4,3,3,1
151329,-99,4,4,3,3,1
151331,2,2,2,2,2,1
151334,2,2,2,2,2,1
151335,-99,-99,-99,-99,-99,2
151336,-99,3,3,3,3,2
151339,2,1,2,2,2,2
151341,4,4,3,4,4,1
151345,3,3,2,3,-99,2
151346,-99,-99,2,3,2,2
151349,2,1,2,2,1,1
151351,2,2,2,3,2,2
151354,3,2,2,3,3,2
151356,3,3,3,3,3,1
151357,2,3,3,3,3,1
151358,-99,4,3,4,3,1
151361,3,-99,3,3,2,2
151364,4,3,3,3,3,1
151365,1,1,1,1,1,2
151370,2,1,2,1,1,1
151371,2,3,2,2,2,1
151373,4,4,4,4,-99,2
151374,3,4,3,2,2,2
151380,-99,-99,-99,-99,-99,1
151382,4,3,3,3,4,2
151384,1,-99,1,-99,-99,2
151386,2,1,-99,-99,1,1
151388,2,2,3,2,2,1
151389,2,1,1,2,1,2
151390,-99,2,2,2,-99,1
151391,2,3,3,3,2,2
151396,3,3,3,-99,3,1
151398,4,4,4,4,4,1
151401,3,-99,3,2,2,1
151403,2,2,1,2,2,2
151405,1,1,1,1,1,2
151407,2,2,2,2,2,2
151410,3,3,3,3,4,2
151411,-99,1,-99,-99,-99,2
151415,-99,-99,-99,-99,-99,2
151416,2,2,2,2,2,1
151417,3,4,4,3,3,1
151422,1,1,1,1,2,1
151428,1,1,4,4,3,2
151432,2,1,-99,1,-99,2
151433,2,2,2,2,2,2
151434,2,3,2,2,2,2
151437,3,3,3,3,3,2
151440,3,2,3,2,3,1
151441,3,-99,3,4,4,1
151442,3,2,2,2,1,1
151444,-99,2,-99,1,2,1
151448,-99,2,2,1,2,1
151449,3,3,3,3,3,1
151450,3,3,4,3,3,2
151454,2,2,2,2,2,1
151457,3,3,1,1,1,1
151461,-99,1,2,-99,1,2
151462,3,2,2,2,2,2
151465,2,3,2,2,2,2
151467,3,2,2,1,3,2
151468,1,1,1,1,-99,2
151469,-99,-99,-99,-99,-99,1
151471,1,2,2,1,-99,1
151474,2,-99,2,1,-99,2
151476,1,-99,1,-99,2,2
151477,2,-99,-99,-99,-99,1
151478,3,2,-99,-99,-99,2
151483,2,3,4,3,4,2
151485,1,2,2,2,2,1
151486,-99,2,2,2,2,2
151488,1,3,4,3,2,2
151490,1,2,2,2,2,2
151492,2,-99,3,3,2,1
151493,-99,3,3,3,3,2
151496,1,2,1,2,3,1
151498,3,-99,2,2,-99,1
151499,3,3,3,2,3,1
151502,1,1,-99,-99,2,2
151503,3,3,3,2,3,2
151504,3,2,2,-99,3,2
151506,3,3,2,3,3,1
151516,1,2,1,1,1,1
151518,-99,-99,-99,-99,-99,2
151521,-99,1,1,-99,1,2
151522,2,2,2,2,1,2
151527,3,3,3,3,3,1
151528,2,1,-99,2,1,1
151530,2,2,2,2,2,1
151531,3,4,3,3,3,1
151532,3,3,3,3,3,2
151533,4,4,4,2,4,1
151538,2,1,1,2,2,1
151542,4,3,3,3,3,1
151543,4,4,4,4,3,2
151548,3,4,3,3,3,1
151550,-99,-99,-99,-99,-99,2
151561,1,1,1,1,1,2
151566,2,2,1,2,2,1
151568,-99,2,2,2,-99,2
151569,3,2,-99,3,3,2
151572,-99,-99,1,1,3,1
151579,-99,-99,-99,-99,-99,2
151585,2,2,2,2,2,2
151586,1,1,1,-99,1,2
151589,-99,1,1,1,-99,2
151594,2,2,2,3,2,2
151601,2,2,2,2,2,2
151605,4,4,4,4,4,1
151606,2,2,2,2,1,2
151608,2,2,1,2,2,1
151609,2,2,2,-99,2,2
152048,-99,-99,-99,-99,-99,1
152132,-99,-99,-99,3,4,1
152206,-99,-99,-99,-99,-99,1
152264,-99,3,3,2,3,1
152473,2,3,-99,-99,-99,2
152477,-99,-99,-99,3,3,1
152486,2,2,1,2,2,1
152490,2,1,1,2,-99,1
152491,3,3,3,3,3,1
152496,-99,4,4,4,4,1
153349,-99,1,1,1,2,2
153351,-99,3,3,3,3,2
153354,3,3,2,2,-99,1
160001,3,2,2,2,3,1
160002,3,3,4,4,3,1
160003,2,2,2,2,2,2
160006,3,3,2,2,2,2
160007,-99,1,1,2,1,2
160010,-99,-99,-99,-99,-99,2
160011,1,-99,1,-99,-99,1
160015,1,2,3,1,3,1
160016,3,4,3,3,3,2
160020,-99,-99,-99,-99,-99,1
160021,2,-99,-99,3,-99,2
160022,3,4,4,3,4,1
160023,3,2,3,3,3,2
160026,3,3,4,4,3,2
160029,3,3,4,3,3,1
160032,2,1,4,3,3,1
160034,2,1,1,1,1,2
160038,2,1,-99,-99,-99,2
160039,1,1,1,1,1,2
160041,2,2,2,2,1,1
160042,4,4,4,3,3,2
160043,-99,-99,-99,-99,-99,1
160046,2,-99,3,2,2,1
160049,2,-99,-99,-99,-99,1
160053,2,1,2,2,3,1
160054,3,3,2,1,3,1
160055,2,1,3,4,3,2
160057,1,1,1,-99,1,2
160060,-99,-99,-99,-99,-99,2
160061,3,3,3,3,3,1
160064,3,3,3,3,3,2
160065,3,3,3,2,1,1
160066,1,1,1,1,1,1
160068,-99,4,3,3,3,1
160069,1,1,1,1,1,1
160070,2,2,3,2,2,1
160074,2,2,2,2,2,2
160078,1,1,1,1,-99,2
160081,-99,-99,-99,-99,-99,2
160083,3,3,3,4,3,1
160086,2,2,3,3,2,2
160088,3,3,3,4,3,2
160091,1,1,1,1,1,1
160092,1,2,2,2,2,1
160093,2,2,2,1,1,2
160094,3,3,3,3,3,2
160097,3,4,4,-99,3,1
160099,1,2,1,2,2,2
160102,1,-99,-99,-99,2,2
160103,-99,2,1,1,1,1
160104,4,4,3,3,3,1
160105,2,2,-99,-99,2,1
160107,-99,-99,1,-99,1,2
160111,2,2,-99,-99,2,2
160112,2,2,2,2,2,2
160114,1,2,2,2,-99,1
160119,2,2,1,2,2,1
160121,-99,2,3,2,2,1
160122,2,2,2,2,2,1
160123,2,1,1,2,1,2
160124,2,2,2,2,2,1
160126,-99,-99,4,-99,-99,1
160127,2,2,1,1,2,1
160129,-99,-99,-99,-99,-99,2
160131,3,2,3,2,2,2
160132,3,4,3,3,3,1
160134,1,2,1,1,1,2
160137,3,2,2,2,2,2
160139,2,2,-99,2,2,1
160140,2,2,2,3,3,2
160141,1,1,1,2,2,1
160142,1,-99,1,2,-99,2
160145,-99,4,4,3,3,1
160148,3,3,3,2,3,1
160149,2,2,2,2,2,2
160154,2,3,2,1,2,1
160155,3,4,4,4,-99,2
160157,3,3,4,4,3,2
160159,2,2,2,2,2,2
160162,2,1,2,1,1,1
160166,-99,1,-99,1,1,1
160167,3,3,3,3,3,1
160168,-99,-99,-99,-99,-99,1
160173,3,3,3,-99,1,2
160176,2,1,1,1,-99,1
160177,-99,3,3,4,3,1
160178,-99,3,-99,-99,2,2
160179,1,-99,2,-99,-99,1
160180,1,2,2,3,2,2
160184,4,4,4,4,4,1
160185,2,1,1,1,2,1
160186,-99,-99,-99,-99,-99,2
160188,2,2,2,2,2,2
160189,2,3,3,3,2,1
160190,2,2,-99,2,1,2
160191,3,3,4,1,3,2
160192,3,3,2,3,3,1
160193,3,2,3,2,3,1
160197,2,2,2,3,2,2
160198,4,3,4,3,4,1
160199,3,3,4,4,3,1
160202,3,3,3,2,3,1
160203,2,2,1,2,2,1
160207,-99,-99,-99,-99,-99,2
160208,2,3,2,2,2,1
160209,3,4,4,3,3,2
160211,2,2,2,3,2,1
160215,2,3,2,2,2,2
160216,3,3,3,2,2,1
160220,3,3,3,3,3,1
160221,-99,2,3,1,-99,1
160226,3,3,3,3,3,1
160227,3,3,3,3,3,1
160228,3,2,3,-99,2,1
160229,2,2,2,-99,1,1
160230,1,2,1,1,2,1
160231,2,2,2,2,1,2
160233,3,2,2,2,2,2
160234,3,3,3,3,3,1
160235,2,3,3,3,2,1
160237,-99,2,2,2,2,1
160238,-99,-99,-99,-99,-99,1
160245,1,2,2,2,2,2
160246,3,2,2,2,2,1
160250,-99,-99,-99,-99,-99,2
160254,3,3,2,3,3,1
160255,2,2,2,1,1,2
160259,3,3,3,3,3,1
160260,2,2,2,1,-99,2
160261,2,1,1,1,2,2
160263,2,2,2,2,2,2
160267,2,2,2,1,1,2
160270,-99,-99,-99,-99,-99,2
160271,2,3,2,3,2,2
160272,2,2,2,2,2,2
160274,1,1,2,-99,-99,1
160276,2,3,3,2,3,1
160277,-99,1,1,1,1,2
160280,1,2,2,2,2,2
160281,-99,2,2,2,2,2
160283,2,3,3,-99,2,1
160284,1,2,2,1,2,2
160287,3,3,2,2,3,2
160290,3,3,3,3,3,2
160293,3,3,3,3,-99,2
160294,3,-99,-99,3,3,1
160297,2,2,2,2,1,1
160298,2,2,2,2,2,1
160299,-99,-99,-99,-99,-99,2
160302,2,1,1,-99,1,2
160305,2,2,2,1,1,2
160306,-99,-99,-99,-99,-99,2
160311,2,3,3,3,2,2
160314,1,2,1,1,1,2
160316,2,1,1,1,1,1
160318,-99,1,1,-99,-99,1
160322,2,2,2,2,2,2
160323,2,2,3,3,3,1
160325,2,2,1,2,2,1
160331,-99,-99,-99,-99,-99,2
160334,3,3,3,3,3,1
160336,1,1,1,1,1,2
160337,1,2,2,2,1,1
160338,3,3,3,2,2,1
160339,2,2,1,1,1,2
160340,2,3,2,2,-99,1
160341,3,3,3,-99,3,1
160342,3,3,2,4,3,2
160343,-99,-99,-99,-99,1,1
160344,2,3,3,2,-99,1
160345,2,-99,2,3,1,1
160346,1,2,1,-99,1,2
160347,2,1,2,2,1,2
160349,3,3,3,3,3,2
160351,2,2,2,2,2,1
160352,1,-99,2,2,2,2
160356,-99,-99,-99,-99,-99,1
160357,3,2,2,2,2,1
160358,1,-99,3,-99,3,2
160362,2,-99,2,-99,2,1
160363,2,2,2,2,2,2
160364,3,3,-99,-99,-99,1
160367,3,3,3,4,4,2
160369,2,-99,2,3,3,1
160370,3,3,3,3,3,1
160374,2,2,2,2,2,1
160375,2,2,2,2,2,1
